rank,first_name,second_name,w_points,w_goals,w_assists,w_goal_involvements,w_xgi,w_bonus,w_minutes,seasons,player,position,latest_team,latest_season,gi_per90,rating,ranking_method
221,Christian,Nørgaard,47.09,1.66,1.88,3.53,2.43,2.66,1274.12,5,Nørgaard,MID,Everton,2025-26,0.25,47.09,"recency-weighted FPL points, decay 8**(-age/3)"
222,Dominic,Solanke-Mitchell,47.0,3.75,1.25,5.0,4.66,3.75,1048.25,2,Solanke,FWD,Tottenham,2025-26,0.43,47.0,"recency-weighted FPL points, decay 8**(-age/3)"
223,Lewis,Miley,46.81,0.88,2.38,3.25,2.24,2.88,973.75,4,L.Miley,MID,Newcastle,2025-26,0.3,46.81,"recency-weighted FPL points, decay 8**(-age/3)"
224,André,Onana,46.62,0.0,0.0,0.0,0.06,3.25,1192.5,3,Onana,GKP,Aston Villa,2025-26,0.0,46.62,"recency-weighted FPL points, decay 8**(-age/3)"
225,David,Brooks,46.33,1.16,1.9,3.06,6.15,2.79,886.54,6,Brooks,MID,Bournemouth,2025-26,0.31,46.33,"recency-weighted FPL points, decay 8**(-age/3)"
226,Omar,Marmoush,46.25,3.25,1.75,5.0,3.56,5.5,639.0,2,Marmoush,MID,Tottenham,2025-26,0.7,46.25,"recency-weighted FPL points, decay 8**(-age/3)"
227,Brian,Brobbey,46.0,3.5,1.0,4.5,3.34,6.0,960.0,1,Brobbey,FWD,Sunderland,2025-26,0.42,46.0,"recency-weighted FPL points, decay 8**(-age/3)"
228,Tijjani,Reijnders,46.0,2.5,1.5,4.0,3.48,3.0,811.5,1,Reijnders,MID,Man City,2025-26,0.44,46.0,"recency-weighted FPL points, decay 8**(-age/3)"
229,Nicolás,Domínguez,45.88,0.75,1.0,1.75,2.22,2.25,1258.62,3,Dominguez,MID,Nott'm Forest,2025-26,0.13,45.88,"recency-weighted FPL points, decay 8**(-age/3)"
230,William,Osula,45.88,3.75,0.62,4.38,2.73,6.75,530.75,4,Osula,FWD,Newcastle,2025-26,0.74,45.88,"recency-weighted FPL points, decay 8**(-age/3)"
231,Alisson,Becker,45.5,0.0,0.0,0.0,0.02,4.0,1170.0,1,A.Becker,GKP,Liverpool,2025-26,0.0,45.5,"recency-weighted FPL points, decay 8**(-age/3)"
232,Daichi,Kamada,44.75,0.0,1.0,1.0,3.11,0.0,1335.75,2,Kamada,MID,Crystal Palace,2025-26,0.07,44.75,"recency-weighted FPL points, decay 8**(-age/3)"
233,Simon,Adingra,44.12,1.75,1.38,3.12,2.72,2.5,872.25,3,Adingra,MID,Sunderland,2025-26,0.32,44.12,"recency-weighted FPL points, decay 8**(-age/3)"
234,Taiwo,Awoniyi,44.12,3.62,1.44,5.06,3.96,3.62,556.19,4,Awoniyi,FWD,Coventry,2025-26,0.82,44.12,"recency-weighted FPL points, decay 8**(-age/3)"
235,Piero,Hincapié,43.5,0.5,1.0,1.5,1.01,3.5,893.5,1,Hincapie,DEF,Arsenal,2025-26,0.15,43.5,"recency-weighted FPL points, decay 8**(-age/3)"
236,Wesley,Fofana,42.95,0.06,1.02,1.08,0.88,2.39,1292.12,6,Fofana,DEF,Chelsea,2025-26,0.08,42.95,"recency-weighted FPL points, decay 8**(-age/3)"
237,Ian,Maatsen,42.62,0.25,1.0,1.25,2.77,0.5,1101.25,3,Maatsen,DEF,Aston Villa,2025-26,0.1,42.62,"recency-weighted FPL points, decay 8**(-age/3)"
238,Ryan,Yates,42.44,0.62,1.81,2.44,1.72,0.88,1138.19,4,Yates,MID,Nott'm Forest,2025-26,0.19,42.44,"recency-weighted FPL points, decay 8**(-age/3)"
239,Maxim,De Cuyper,42.0,1.0,1.5,2.5,2.87,4.5,702.0,1,De Cuyper,DEF,Brighton,2025-26,0.32,42.0,"recency-weighted FPL points, decay 8**(-age/3)"
240,Wilson,Odobert,41.75,0.62,1.5,2.12,2.92,4.12,958.62,3,Odobert,MID,Tottenham,2025-26,0.2,41.75,"recency-weighted FPL points, decay 8**(-age/3)"
241,Archie,Gray,41.75,1.0,1.0,2.0,1.45,3.0,1173.0,4,Gray,MID,Tottenham,2025-26,0.15,41.75,"recency-weighted FPL points, decay 8**(-age/3)"
242,Axel,Disasi,41.62,0.5,0.0,0.5,1.23,1.25,1162.12,3,Disasi,DEF,Crystal Palace,2025-26,0.04,41.62,"recency-weighted FPL points, decay 8**(-age/3)"
243,Tom,Cairney,41.51,1.77,0.83,2.6,2.11,0.92,795.39,6,Cairney,MID,Fulham,2025-26,0.29,41.51,"recency-weighted FPL points, decay 8**(-age/3)"
244,Chemsdine,Talbi,41.5,2.0,1.0,3.0,1.65,3.0,776.5,1,Talbi,MID,Sunderland,2025-26,0.35,41.5,"recency-weighted FPL points, decay 8**(-age/3)"
245,Murillo,Costa dos Santos,41.5,0.5,0.0,0.5,0.6,1.5,1065.0,1,Murillo,DEF,Nott'm Forest,2025-26,0.04,41.5,"recency-weighted FPL points, decay 8**(-age/3)"
246,Idrissa Gana,Gueye,41.5,1.0,1.5,2.5,1.92,2.0,1047.0,1,Gana,MID,Everton,2025-26,0.21,41.5,"recency-weighted FPL points, decay 8**(-age/3)"
247,Omari,Hutchinson,41.06,0.5,3.5,4.0,2.94,1.5,839.38,3,Hutchinson,MID,Nott'm Forest,2025-26,0.43,41.06,"recency-weighted FPL points, decay 8**(-age/3)"
248,Gabriel,Fernando de Jesus,40.94,3.44,1.81,5.25,4.64,3.81,671.75,4,G.Jesus,FWD,Arsenal,2025-26,0.7,40.94,"recency-weighted FPL points, decay 8**(-age/3)"
249,Tim,Iroegbunam,40.88,0.0,1.75,1.75,0.72,0.5,901.44,6,Iroegbunam,MID,Hull,2025-26,0.17,40.88,"recency-weighted FPL points, decay 8**(-age/3)"
250,Joe,Willock,40.44,0.31,1.94,2.25,2.72,0.69,963.88,4,Willock,MID,Newcastle,2025-26,0.21,40.44,"recency-weighted FPL points, decay 8**(-age/3)"
251,Noah,Sadiki,40.0,0.0,1.0,1.0,1.44,0.0,1445.5,1,Sadiki,MID,Sunderland,2025-26,0.06,40.0,"recency-weighted FPL points, decay 8**(-age/3)"
252,Xavi,Simons,40.0,1.0,2.5,3.5,3.46,3.5,873.5,1,Xavi,MID,Tottenham,2025-26,0.36,40.0,"recency-weighted FPL points, decay 8**(-age/3)"
253,Darwin,Núñez Ribeiro,39.25,3.19,2.44,5.62,5.07,3.12,637.62,4,Darwin,FWD,Liverpool,2025-26,0.79,39.25,"recency-weighted FPL points, decay 8**(-age/3)"
254,Mateo,Kovačić,39.12,1.62,1.25,2.88,1.92,3.5,803.38,3,Kovačić,MID,Man City,2025-26,0.32,39.12,"recency-weighted FPL points, decay 8**(-age/3)"
255,Rico,Henry,39.0,0.09,1.31,1.41,0.78,0.38,1023.84,5,Henry,DEF,Brentford,2025-26,0.12,39.0,"recency-weighted FPL points, decay 8**(-age/3)"
256,Matthijs,de Ligt,38.5,1.0,0.0,1.0,1.79,3.25,1114.75,2,De Ligt,DEF,Man United,2025-26,0.08,38.5,"recency-weighted FPL points, decay 8**(-age/3)"
257,Yéremy,Pino Santos,38.5,1.0,1.0,2.0,5.32,1.5,1037.0,1,Yeremy,MID,Crystal Palace,2025-26,0.17,38.5,"recency-weighted FPL points, decay 8**(-age/3)"
258,Ethan,Pinnock,38.19,0.97,0.03,1.0,1.06,2.22,1205.06,5,Pinnock,DEF,Coventry,2025-26,0.07,38.19,"recency-weighted FPL points, decay 8**(-age/3)"
259,Eddie,Nketiah,37.56,2.62,1.12,3.75,4.03,3.44,661.56,4,Nketiah,FWD,Crystal Palace,2025-26,0.51,37.56,"recency-weighted FPL points, decay 8**(-age/3)"
260,Victor,Lindelöf,37.55,0.15,0.71,0.86,0.39,1.34,1046.43,9,Lindelöf,DEF,Aston Villa,2025-26,0.07,37.55,"recency-weighted FPL points, decay 8**(-age/3)"
261,Conor,Bradley,37.5,0.12,1.88,2.0,1.31,2.62,744.0,4,Bradley,DEF,Liverpool,2025-26,0.24,37.5,"recency-weighted FPL points, decay 8**(-age/3)"
262,Karl,Darlow,37.44,0.0,0.0,0.0,0.02,1.69,1049.41,8,Darlow,GKP,Man United,2025-26,0.0,37.44,"recency-weighted FPL points, decay 8**(-age/3)"
263,Reinildo,Mandava,37.0,0.0,1.0,1.0,0.38,3.0,983.0,1,Reinildo,DEF,Sunderland,2025-26,0.09,37.0,"recency-weighted FPL points, decay 8**(-age/3)"
264,Wilson,Isidor,37.0,3.0,0.5,3.5,2.54,3.5,574.0,1,Isidor,FWD,Sunderland,2025-26,0.55,37.0,"recency-weighted FPL points, decay 8**(-age/3)"
265,Abdukodir,Khusanov,37.0,0.0,0.0,0.0,0.96,1.5,839.25,2,Khusanov,DEF,Man City,2025-26,0.0,37.0,"recency-weighted FPL points, decay 8**(-age/3)"
266,Joshua,Zirkzee,37.0,1.75,1.0,2.75,2.96,4.5,649.75,2,Zirkzee,FWD,Man United,2025-26,0.38,37.0,"recency-weighted FPL points, decay 8**(-age/3)"
267,Lukas,Nmecha,36.5,3.0,0.5,3.5,4.42,4.0,532.53,2,Nmecha,FWD,Leeds,2025-26,0.59,36.5,"recency-weighted FPL points, decay 8**(-age/3)"
268,Issa,Diop,36.09,0.62,0.04,0.66,0.7,2.5,1127.66,8,Diop,DEF,Ipswich,2025-26,0.05,36.09,"recency-weighted FPL points, decay 8**(-age/3)"
269,Jaydee,Canvot,36.0,0.0,0.0,0.0,0.9,4.5,665.5,1,Canvot,DEF,Crystal Palace,2025-26,0.0,36.0,"recency-weighted FPL points, decay 8**(-age/3)"
270,Kevin,Danso,35.57,0.0,0.01,0.01,0.58,0.5,957.15,3,Danso,DEF,Sunderland,2025-26,0.0,35.57,"recency-weighted FPL points, decay 8**(-age/3)"
271,Lucas,Bergvall,35.5,0.5,2.0,2.5,1.21,0.0,777.5,2,Bergvall,MID,Tottenham,2025-26,0.29,35.5,"recency-weighted FPL points, decay 8**(-age/3)"
272,Felipe,Rodrigues da Silva,35.5,0.5,0.0,0.5,0.79,1.0,892.75,2,Morato,DEF,Nott'm Forest,2025-26,0.05,35.5,"recency-weighted FPL points, decay 8**(-age/3)"
273,Destiny,Udogie,35.12,0.25,1.12,1.38,1.43,1.5,1447.12,3,Udogie,DEF,Tottenham,2025-26,0.09,35.12,"recency-weighted FPL points, decay 8**(-age/3)"
274,Rodrigo 'Rodri',Hernandez Cascante,34.5,0.5,0.5,1.0,1.8,3.0,755.0,1,Rodrigo,MID,Man City,2025-26,0.12,34.5,"recency-weighted FPL points, decay 8**(-age/3)"
275,Rico,Lewis,34.31,0.5,1.0,1.5,1.72,1.5,829.25,4,Lewis,DEF,Man City,2025-26,0.16,34.31,"recency-weighted FPL points, decay 8**(-age/3)"
276,Josh,King,34.0,0.5,1.5,2.0,1.8,1.5,676.5,2,King,MID,Everton,2025-26,0.27,34.0,"recency-weighted FPL points, decay 8**(-age/3)"
277,Gabriel,Gudmundsson,34.0,0.0,0.0,0.0,2.0,4.0,1318.5,1,Gudmundsson,DEF,Leeds,2025-26,0.0,34.0,"recency-weighted FPL points, decay 8**(-age/3)"
278,Leny,Yoro,33.5,0.0,0.5,0.5,1.18,0.5,1155.0,2,Yoro,DEF,Man United,2025-26,0.04,33.5,"recency-weighted FPL points, decay 8**(-age/3)"
279,Amine,Adli,33.5,1.5,1.0,2.5,2.11,2.0,537.0,1,Adli,MID,Bournemouth,2025-26,0.42,33.5,"recency-weighted FPL points, decay 8**(-age/3)"
280,Tanaka,Ao,33.5,1.0,0.5,1.5,1.42,2.0,653.5,1,Tanaka,MID,Leeds,2025-26,0.21,33.5,"recency-weighted FPL points, decay 8**(-age/3)"
281,Mikel,Merino Zazón,33.5,2.0,1.5,3.5,2.4,2.5,512.0,1,Merino,MID,Arsenal,2025-26,0.62,33.5,"recency-weighted FPL points, decay 8**(-age/3)"
282,Rayan Vitor,Simplício Rocha,33.5,2.5,1.0,3.5,2.26,1.5,555.0,1,Rayan,MID,Bournemouth,2025-26,0.57,33.5,"recency-weighted FPL points, decay 8**(-age/3)"
283,John,Stones,32.66,0.84,0.13,0.97,0.55,2.03,687.11,10,Stones,DEF,Man City,2025-26,0.13,32.66,"recency-weighted FPL points, decay 8**(-age/3)"
284,Habib,Diarra,32.5,1.0,3.0,4.0,2.06,1.5,701.5,1,Diarra,MID,Sunderland,2025-26,0.51,32.5,"recency-weighted FPL points, decay 8**(-age/3)"
285,Jeremie,Frimpong,31.5,0.0,2.5,2.5,1.02,0.5,516.0,1,Frimpong,DEF,Liverpool,2025-26,0.44,31.5,"recency-weighted FPL points, decay 8**(-age/3)"
286,Nico,González Iglesias,31.5,0.5,0.0,0.5,0.9,0.5,780.5,1,N.Gonzalez,MID,Newcastle,2025-26,0.06,31.5,"recency-weighted FPL points, decay 8**(-age/3)"
287,Joe,Gomez,29.5,0.0,1.25,1.25,0.83,1.25,647.75,3,Gomez,DEF,Brighton,2025-26,0.17,29.5,"recency-weighted FPL points, decay 8**(-age/3)"
288,Loum,Tchaouna,29.5,1.0,1.0,2.0,1.09,0.0,629.5,1,Tchaouna,MID,Coventry,2025-26,0.29,29.5,"recency-weighted FPL points, decay 8**(-age/3)"
289,Estêvão,Almeida de Oliveira Gonçalves,29.0,1.0,2.5,3.5,2.53,2.0,419.5,1,Estêvão,MID,Chelsea,2025-26,0.75,29.0,"recency-weighted FPL points, decay 8**(-age/3)"
290,Facundo,Buonanotte,29.0,1.69,0.69,2.38,2.29,1.75,621.88,4,Buonanotte,MID,Brighton,2025-26,0.34,29.0,"recency-weighted FPL points, decay 8**(-age/3)"
291,Alejandro,Garnacho Ferreyra,28.06,0.5,2.0,2.5,3.56,1.5,630.88,2,Garnacho,MID,Aston Villa,2025-26,0.36,28.06,"recency-weighted FPL points, decay 8**(-age/3)"
292,Ilia,Gruev,28.0,0.0,2.0,2.0,0.68,1.5,659.0,1,Gruev,MID,Leeds,2025-26,0.27,28.0,"recency-weighted FPL points, decay 8**(-age/3)"
293,Ben,Davies,27.48,0.79,0.55,1.33,0.99,0.86,803.43,13,Davies,DEF,Liverpool,2025-26,0.15,27.48,"recency-weighted FPL points, decay 8**(-age/3)"
294,Harvey,Elliott,27.02,0.69,1.75,2.44,2.12,1.88,421.88,8,Elliott,MID,Liverpool,2025-26,0.52,27.02,"recency-weighted FPL points, decay 8**(-age/3)"
295,Enes,Ünal,26.5,1.25,0.75,2.0,2.15,1.88,229.12,3,Enes Ünal,FWD,Bournemouth,2025-26,0.79,26.5,"recency-weighted FPL points, decay 8**(-age/3)"
296,Justin,Devenny,26.5,0.75,0.25,1.0,1.68,0.25,516.0,2,Devenny,MID,Crystal Palace,2025-26,0.17,26.5,"recency-weighted FPL points, decay 8**(-age/3)"
297,Tyler,Dibling,26.0,0.5,0.5,1.0,1.19,1.0,640.25,3,Dibling,MID,Everton,2025-26,0.14,26.0,"recency-weighted FPL points, decay 8**(-age/3)"
298,James,McAtee,25.94,1.12,1.0,2.12,1.82,0.0,456.44,5,McAtee,MID,Nott'm Forest,2025-26,0.42,25.94,"recency-weighted FPL points, decay 8**(-age/3)"
299,Oscar,Bobb,25.5,0.12,1.25,1.38,2.12,0.25,555.25,3,Bobb,MID,Fulham,2025-26,0.22,25.5,"recency-weighted FPL points, decay 8**(-age/3)"
300,Carlos,Alcaraz Durán,25.5,0.5,1.25,1.75,1.47,1.25,531.0,2,Alcaraz,MID,Everton,2025-26,0.3,25.5,"recency-weighted FPL points, decay 8**(-age/3)"
301,Dan,Ndoye,25.0,0.5,1.0,1.5,1.28,2.0,583.5,1,Ndoye,MID,Nott'm Forest,2025-26,0.23,25.0,"recency-weighted FPL points, decay 8**(-age/3)"
302,Nathaniel,Clyne,24.8,0.0,0.68,0.68,0.67,1.14,753.08,9,Clyne,DEF,Crystal Palace,2025-26,0.08,24.8,"recency-weighted FPL points, decay 8**(-age/3)"
303,Aaron,Hickey,24.56,0.0,0.19,0.19,0.41,0.13,548.5,4,Hickey,DEF,Brentford,2025-26,0.03,24.56,"recency-weighted FPL points, decay 8**(-age/3)"
304,Kevin,Santos Lopes de Macedo,24.5,0.5,1.5,2.0,1.34,0.0,515.0,1,Kevin,MID,Fulham,2025-26,0.35,24.5,"recency-weighted FPL points, decay 8**(-age/3)"
305,Myles,Lewis-Skelly,23.75,0.25,0.0,0.25,0.32,0.0,689.0,3,Lewis-Skelly,DEF,Arsenal,2025-26,0.03,23.75,"recency-weighted FPL points, decay 8**(-age/3)"
306,Harrison,Reed,23.64,0.69,0.55,1.23,0.84,1.56,448.48,6,Reed,MID,Fulham,2025-26,0.25,23.64,"recency-weighted FPL points, decay 8**(-age/3)"
307,Ayden,Heaven,23.5,0.0,0.5,0.5,0.29,2.0,502.25,2,Heaven,DEF,Man United,2025-26,0.09,23.5,"recency-weighted FPL points, decay 8**(-age/3)"
308,Bafodé,Diakité,23.0,0.0,0.0,0.0,0.1,1.0,637.5,1,Diakité,DEF,Bournemouth,2025-26,0.0,23.0,"recency-weighted FPL points, decay 8**(-age/3)"
309,Evann,Guessand,22.0,0.5,1.5,2.0,1.2,0.0,454.5,1,Guessand,MID,Crystal Palace,2025-26,0.4,22.0,"recency-weighted FPL points, decay 8**(-age/3)"
310,Jorge,Cuenca Barreno,21.75,0.0,0.0,0.0,0.3,0.5,554.75,2,J.Cuenca,DEF,Fulham,2025-26,0.0,21.75,"recency-weighted FPL points, decay 8**(-age/3)"
311,Dara,O'Shea,21.52,0.38,1.0,1.38,0.7,0.52,1174.8,3,O'Shea,DEF,Ipswich,2024-25,0.11,21.52,"recency-weighted FPL points, decay 8**(-age/3)"
312,Sávio,Moreira de Oliveira,21.5,0.5,1.0,1.5,2.04,0.5,408.5,1,Savinho,MID,Man City,2025-26,0.33,21.5,"recency-weighted FPL points, decay 8**(-age/3)"
313,Lamare,Bogarde,21.5,0.0,0.0,0.0,0.14,2.0,639.25,4,Bogarde,DEF,Aston Villa,2025-26,0.0,21.5,"recency-weighted FPL points, decay 8**(-age/3)"
314,Lucas Estella,Perri,21.5,0.0,0.0,0.0,0.0,1.5,720.0,1,Perri,GKP,Leeds,2025-26,0.0,21.5,"recency-weighted FPL points, decay 8**(-age/3)"
315,Rio,Ngumoha,21.5,1.0,0.5,1.5,1.67,2.0,273.5,1,Ngumoha,MID,Liverpool,2025-26,0.49,21.5,"recency-weighted FPL points, decay 8**(-age/3)"
316,Konstantinos,Tsimikas,21.09,0.0,0.94,0.94,0.97,1.44,366.66,6,Tsimikas,DEF,Liverpool,2025-26,0.23,21.09,"recency-weighted FPL points, decay 8**(-age/3)"
317,Nathan,Patterson,20.69,0.0,0.5,0.5,0.39,0.38,409.12,5,Patterson,DEF,Everton,2025-26,0.11,20.69,"recency-weighted FPL points, decay 8**(-age/3)"
318,Ethan,Nwaneri,20.69,1.0,0.5,1.5,0.9,1.0,304.69,4,Nwaneri,MID,Arsenal,2025-26,0.44,20.69,"recency-weighted FPL points, decay 8**(-age/3)"
319,Josh,Acheampong,20.62,0.5,0.0,0.5,0.43,2.5,371.12,3,Acheampong,DEF,Chelsea,2025-26,0.12,20.62,"recency-weighted FPL points, decay 8**(-age/3)"
320,Matt,O'Riley,20.5,1.0,0.75,1.75,1.9,1.5,333.25,2,O'Riley,MID,Brighton,2025-26,0.47,20.5,"recency-weighted FPL points, decay 8**(-age/3)"
321,Federico,Chiesa,20.25,1.0,0.5,1.5,1.15,0.0,184.25,2,Chiesa,MID,Liverpool,2025-26,0.73,20.25,"recency-weighted FPL points, decay 8**(-age/3)"
322,Evan,Ferguson,19.72,1.38,0.25,1.62,1.48,1.62,325.31,5,Ferguson,FWD,Brighton,2025-26,0.45,19.72,"recency-weighted FPL points, decay 8**(-age/3)"
323,Nicolò,Savona,19.5,1.0,0.0,1.0,0.9,0.0,512.5,1,Savona,DEF,Nott'm Forest,2025-26,0.18,19.5,"recency-weighted FPL points, decay 8**(-age/3)"
324,Olivier,Boscagli,19.5,0.0,0.5,0.5,0.26,2.0,399.5,1,Boscagli,DEF,Brighton,2025-26,0.11,19.5,"recency-weighted FPL points, decay 8**(-age/3)"
325,Wilfried,Gnonto,19.44,0.13,1.75,1.88,0.83,0.38,344.62,2,Gnonto,MID,Leeds,2025-26,0.49,19.44,"recency-weighted FPL points, decay 8**(-age/3)"
326,Manuel,Ugarte Ribeiro,19.0,0.0,0.0,0.0,0.44,0.0,438.0,1,Ugarte,MID,Man United,2025-26,0.0,19.0,"recency-weighted FPL points, decay 8**(-age/3)"
327,Daniel,James,18.57,0.32,0.28,0.6,0.98,0.22,433.4,6,James,MID,Chelsea,2025-26,0.12,18.57,"recency-weighted FPL points, decay 8**(-age/3)"
328,Reiss,Nelson,18.18,0.45,0.95,1.39,1.12,0.81,231.2,9,Nelson,MID,Arsenal,2025-26,0.54,18.18,"recency-weighted FPL points, decay 8**(-age/3)"
329,Merlin,Röhl,18.0,0.5,0.5,1.0,0.51,1.0,337.5,1,Röhl,MID,Everton,2025-26,0.27,18.0,"recency-weighted FPL points, decay 8**(-age/3)"
330,Chris,Rigg,18.0,0.5,0.5,1.0,0.9,0.5,379.0,1,Rigg,MID,Sunderland,2025-26,0.24,18.0,"recency-weighted FPL points, decay 8**(-age/3)"
331,Kaoru,Mitoma,17.88,0.81,1.44,2.25,1.71,1.56,330.06,2,Mitoma,MID,Brighton,2023-24,0.61,17.88,"recency-weighted FPL points, decay 8**(-age/3)"
332,Charalampos,Kostoulas,17.5,1.0,0.5,1.5,1.33,1.5,175.5,1,Kostoulas,FWD,Brighton,2025-26,0.77,17.5,"recency-weighted FPL points, decay 8**(-age/3)"
333,Giorgi,Mamardashvili,17.0,0.0,0.0,0.0,0.0,1.0,433.5,1,Mamardashvili,GKP,Liverpool,2025-26,0.0,17.0,"recency-weighted FPL points, decay 8**(-age/3)"
334,Fábio,Freitas Gouveia Carvalho,16.94,1.12,0.31,1.44,1.21,0.75,181.94,3,Carvalho,MID,Brentford,2025-26,0.71,16.94,"recency-weighted FPL points, decay 8**(-age/3)"
335,Roméo,Lavia,16.69,0.06,0.31,0.38,0.6,0.0,527.69,4,Lavia,MID,Chelsea,2025-26,0.06,16.69,"recency-weighted FPL points, decay 8**(-age/3)"
336,James,Trafford,15.25,0.0,0.0,0.0,0.0,0.62,495.0,3,Trafford,GKP,Leeds,2025-26,0.0,15.25,"recency-weighted FPL points, decay 8**(-age/3)"
337,Mykhailo,Mudryk,15.06,0.62,0.75,1.38,1.41,0.62,272.38,4,Mudryk,MID,Tottenham,2025-26,0.45,15.06,"recency-weighted FPL points, decay 8**(-age/3)"
338,Frank,Onyeka,14.84,0.12,1.5,1.62,0.74,0.0,277.94,5,Onyeka,MID,Coventry,2025-26,0.53,14.84,"recency-weighted FPL points, decay 8**(-age/3)"
339,Tammy,Abraham,13.94,1.22,0.08,1.3,1.2,1.3,175.69,6,Abraham,FWD,Aston Villa,2025-26,0.67,13.94,"recency-weighted FPL points, decay 8**(-age/3)"
340,Sam,Szmodics,13.5,1.0,0.0,1.0,0.97,0.5,247.0,1,Szmodics,MID,Ipswich,2024-25,0.36,13.5,"recency-weighted FPL points, decay 8**(-age/3)"
341,Ben,Johnson,13.38,0.3,0.5,0.8,0.55,0.59,511.57,8,Johnson,DEF,Everton,2024-25,0.14,13.38,"recency-weighted FPL points, decay 8**(-age/3)"
342,Jack,Clarke,13.25,0.0,1.0,1.0,0.57,0.0,290.25,1,J.Clarke,MID,Ipswich,2024-25,0.31,13.25,"recency-weighted FPL points, decay 8**(-age/3)"
343,Leif,Davis,13.03,0.25,0.5,0.75,1.43,1.25,685.98,2,Davis,DEF,Ipswich,2024-25,0.1,13.03,"recency-weighted FPL points, decay 8**(-age/3)"
344,Luke,O'Nien,13.0,0.0,0.5,0.5,0.14,0.5,282.5,1,O'Nien,DEF,Sunderland,2025-26,0.16,13.0,"recency-weighted FPL points, decay 8**(-age/3)"
345,Dilane,Bakwa,13.0,0.0,1.0,1.0,0.78,0.5,274.5,1,Bakwa,MID,Nott'm Forest,2025-26,0.33,13.0,"recency-weighted FPL points, decay 8**(-age/3)"
346,Jamie,Bynoe-Gittens,12.5,0.0,1.0,1.0,0.88,0.0,243.0,1,Gittens,MID,Chelsea,2025-26,0.37,12.5,"recency-weighted FPL points, decay 8**(-age/3)"
347,Sebastiaan,Bornauw,12.5,0.0,0.0,0.0,0.11,0.0,214.5,1,Bornauw,DEF,Leeds,2025-26,0.0,12.5,"recency-weighted FPL points, decay 8**(-age/3)"
348,Tyrique,George,12.25,0.25,0.25,0.5,1.03,0.0,219.75,3,George,MID,Everton,2025-26,0.2,12.25,"recency-weighted FPL points, decay 8**(-age/3)"
349,Chiedozie,Ogbene,12.25,0.5,0.5,1.0,1.01,0.88,307.62,2,Ogbene,MID,Ipswich,2024-25,0.29,12.25,"recency-weighted FPL points, decay 8**(-age/3)"
350,Jason,Steele,11.62,0.0,0.06,0.06,0.01,1.38,323.44,7,Steele,GKP,Brighton,2025-26,0.02,11.62,"recency-weighted FPL points, decay 8**(-age/3)"
351,George,Hirst,11.52,0.75,0.25,1.0,0.6,0.75,161.32,2,Hirst,FWD,Ipswich,2024-25,0.56,11.52,"recency-weighted FPL points, decay 8**(-age/3)"
352,Illan,Meslier,11.34,0.0,0.0,0.0,0.01,1.06,346.22,4,Meslier,GKP,Arsenal,2025-26,0.0,11.34,"recency-weighted FPL points, decay 8**(-age/3)"
353,Kalvin,Phillips,11.14,0.02,0.06,0.08,0.29,0.06,462.94,6,Phillips,MID,Hull,2025-26,0.02,11.14,"recency-weighted FPL points, decay 8**(-age/3)"
354,Harrison,Armstrong,11.0,0.0,0.0,0.0,0.6,0.0,273.75,2,Armstrong,MID,Everton,2025-26,0.0,11.0,"recency-weighted FPL points, decay 8**(-age/3)"
355,Antonín,Kinský,10.0,0.0,0.0,0.0,0.0,0.0,315.0,1,Kinsky,GKP,Tottenham,2025-26,0.0,10.0,"recency-weighted FPL points, decay 8**(-age/3)"
356,Fraser,Forster,9.78,0.0,0.0,0.0,0.0,0.27,305.33,10,Forster,GKP,Bournemouth,2025-26,0.0,9.78,"recency-weighted FPL points, decay 8**(-age/3)"
357,Oliver,McBurnie,9.65,0.81,0.42,1.23,1.11,1.2,197.48,5,McBurnie,FWD,Hull,2023-24,0.56,9.65,"recency-weighted FPL points, decay 8**(-age/3)"
358,Jack,Taylor,9.5,0.25,0.0,0.25,0.38,0.25,209.25,1,Taylor,MID,Ipswich,2024-25,0.11,9.5,"recency-weighted FPL points, decay 8**(-age/3)"
359,Veljko,Milosavljevic,9.5,0.0,0.0,0.0,0.17,0.0,183.5,1,Milosavljević,DEF,Bournemouth,2025-26,0.0,9.5,"recency-weighted FPL points, decay 8**(-age/3)"
360,Jorrel,Hato,9.5,0.0,0.0,0.0,0.45,0.0,569.5,1,Hato,DEF,Chelsea,2025-26,0.0,9.5,"recency-weighted FPL points, decay 8**(-age/3)"
361,Jacob,Greaves,9.25,0.25,0.0,0.25,0.38,0.0,551.25,1,Greaves,DEF,Ipswich,2024-25,0.04,9.25,"recency-weighted FPL points, decay 8**(-age/3)"
362,Jaden,Philogene,9.25,0.5,0.0,0.5,0.69,0.75,199.0,1,Jaden,MID,Ipswich,2024-25,0.23,9.25,"recency-weighted FPL points, decay 8**(-age/3)"
363,Mark,Travers,8.92,0.0,0.0,0.0,0.0,0.57,223.59,6,Travers,GKP,Everton,2025-26,0.0,8.92,"recency-weighted FPL points, decay 8**(-age/3)"
364,Kasey,McAteer,8.78,0.25,0.25,0.5,0.4,0.0,211.56,3,McAteer,MID,Ipswich,2024-25,0.21,8.78,"recency-weighted FPL points, decay 8**(-age/3)"
365,Joël,Piroe,8.5,0.0,0.0,0.0,0.52,0.0,122.0,1,Piroe,FWD,Leeds,2025-26,0.0,8.5,"recency-weighted FPL points, decay 8**(-age/3)"
