rank,first_name,second_name,w_points,w_goals,w_assists,w_goal_involvements,w_xgi,w_bonus,w_minutes,seasons,player,position,latest_team,latest_season,gi_per90,rating,ranking_method
879,Javier,Manquillo,7.26,0.08,0.31,0.39,0.0,0.19,213.17,6,Manquillo,DEF,Newcastle,2021-22,0.16,7.26,"recency-weighted FPL points, decay 8**(-age/4)"
880,Conor,Townsend,7.25,0.0,0.44,0.44,0.1,0.35,216.82,2,Townsend,DEF,Ipswich,2024-25,0.18,7.25,"recency-weighted FPL points, decay 8**(-age/4)"
881,Isaac,Hayden,7.23,0.13,0.17,0.29,0.0,0.38,260.19,8,Hayden,MID,Newcastle,2025-26,0.1,7.23,"recency-weighted FPL points, decay 8**(-age/4)"
882,Luis Guilherme,Lira dos Santos,7.22,0.0,0.0,0.0,0.25,0.0,121.09,2,L.Guilherme,MID,West Ham,2025-26,0.0,7.22,"recency-weighted FPL points, decay 8**(-age/4)"
883,Tanguy,Ndombele,7.19,0.26,0.26,0.52,0.0,0.36,154.27,3,Ndombele,MID,Spurs,2021-22,0.3,7.19,"recency-weighted FPL points, decay 8**(-age/4)"
884,Jairo,Riedewald,7.19,0.09,0.0,0.09,0.03,0.18,168.08,7,Riedewald,MID,Crystal Palace,2023-24,0.05,7.19,"recency-weighted FPL points, decay 8**(-age/4)"
885,Chris,Basham,7.17,0.0,0.07,0.07,0.04,0.25,265.47,3,Basham,DEF,Sheffield Utd,2023-24,0.02,7.17,"recency-weighted FPL points, decay 8**(-age/4)"
886,Kenny,McLean,7.15,0.1,0.03,0.13,0.0,0.0,279.11,2,McLean,MID,Norwich,2021-22,0.04,7.15,"recency-weighted FPL points, decay 8**(-age/4)"
887,Nicolò,Zaniolo,7.15,0.42,0.0,0.42,0.71,0.0,173.22,1,Zaniolo,MID,Aston Villa,2023-24,0.22,7.15,"recency-weighted FPL points, decay 8**(-age/4)"
889,Fer,López González,7.14,0.0,0.59,0.59,0.46,0.0,135.57,1,Fer López,MID,Wolves,2025-26,0.39,7.14,"recency-weighted FPL points, decay 8**(-age/4)"
891,Wout,Weghorst,7.09,0.15,0.35,0.5,0.4,0.45,206.37,3,Weghorst,FWD,Burnley,2023-24,0.22,7.09,"recency-weighted FPL points, decay 8**(-age/4)"
892,Ross,Stewart,7.07,0.35,0.0,0.35,0.42,1.06,135.06,1,Stewart,FWD,Southampton,2024-25,0.24,7.07,"recency-weighted FPL points, decay 8**(-age/4)"
893,Salomón,Rondón,7.03,0.36,0.24,0.6,0.12,0.56,153.08,5,Rondón,FWD,Everton,2022-23,0.35,7.03,"recency-weighted FPL points, decay 8**(-age/4)"
894,Ibrahima,Diallo,7.02,0.0,0.22,0.22,0.04,0.22,221.78,3,Diallo,MID,Southampton,2022-23,0.09,7.02,"recency-weighted FPL points, decay 8**(-age/4)"
895,Jeff,Hendrick,7.0,0.28,0.15,0.43,0.0,0.3,187.14,8,Hendrick,MID,Newcastle,2023-24,0.21,7.0,"recency-weighted FPL points, decay 8**(-age/4)"
896,Renan Augusto,Lodi dos Santos,7.0,0.0,0.25,0.25,0.28,0.38,276.38,1,Renan Lodi,DEF,Nott'm Forest,2022-23,0.08,7.0,"recency-weighted FPL points, decay 8**(-age/4)"
897,Francisco,Femenía Far,6.99,0.02,0.42,0.45,0.0,0.25,265.84,4,Femenía,DEF,Watford,2021-22,0.15,6.99,"recency-weighted FPL points, decay 8**(-age/4)"
898,Yegor,Yarmoliuk,6.94,0.0,0.0,0.0,0.41,0.0,140.85,1,Yarmoliuk,MID,Brentford,2023-24,0.0,6.94,"recency-weighted FPL points, decay 8**(-age/4)"
899,Anssumane,Fati Vieira,6.94,0.42,0.21,0.63,0.87,0.21,107.0,1,Ansu Fati,MID,Brighton,2023-24,0.53,6.94,"recency-weighted FPL points, decay 8**(-age/4)"
900,Cauley,Woodrow,6.94,0.21,0.21,0.42,0.46,0.63,85.35,1,Woodrow,FWD,Luton,2023-24,0.44,6.94,"recency-weighted FPL points, decay 8**(-age/4)"
901,Edinson,Cavani,6.9,0.59,0.25,0.84,0.0,0.77,116.77,2,Cavani,FWD,Man Utd,2021-22,0.65,6.9,"recency-weighted FPL points, decay 8**(-age/4)"
902,Carney,Chukwuemeka,6.89,0.21,0.28,0.49,0.2,0.0,111.84,5,Chukwuemeka,MID,Chelsea,2024-25,0.4,6.89,"recency-weighted FPL points, decay 8**(-age/4)"
903,Carlos,Alcaraz,6.88,0.5,0.25,0.75,0.31,0.5,128.0,1,Alcaraz,MID,Southampton,2022-23,0.53,6.88,"recency-weighted FPL points, decay 8**(-age/4)"
905,Joe,Rothwell,6.86,0.0,0.12,0.12,0.26,0.0,206.14,2,Rothwell,MID,Bournemouth,2023-24,0.05,6.86,"recency-weighted FPL points, decay 8**(-age/4)"
906,Armel,Bella-Kotchap,6.83,0.0,0.25,0.25,0.3,0.62,351.44,2,Bella-Kotchap,DEF,Southampton,2024-25,0.06,6.83,"recency-weighted FPL points, decay 8**(-age/4)"
907,Matheus,Pereira,6.76,0.49,0.31,0.8,0.0,0.66,113.76,1,Pereira,MID,West Brom,2020-21,0.63,6.76,"recency-weighted FPL points, decay 8**(-age/4)"
908,Remo,Freuler,6.75,0.0,0.0,0.0,0.15,0.0,269.62,2,Freuler,MID,Nott'm Forest,2023-24,0.0,6.75,"recency-weighted FPL points, decay 8**(-age/4)"
909,Aaron,Ramsey,6.72,0.13,0.21,0.34,0.17,0.19,154.31,6,A.Ramsey,MID,Burnley,2025-26,0.2,6.72,"recency-weighted FPL points, decay 8**(-age/4)"
911,Pedro,Cardoso de Lima,6.65,0.0,0.0,0.0,0.48,0.0,177.21,2,Pedro Lima,DEF,Wolves,2025-26,0.0,6.65,"recency-weighted FPL points, decay 8**(-age/4)"
913,Steve,Cook,6.58,0.07,0.02,0.1,0.09,0.4,271.38,6,Cook,DEF,Nott'm Forest,2023-24,0.03,6.58,"recency-weighted FPL points, decay 8**(-age/4)"
914,Eden,Hazard,6.56,0.45,0.34,0.79,0.0,0.95,84.54,3,Hazard,MID,Chelsea,2018-19,0.84,6.56,"recency-weighted FPL points, decay 8**(-age/4)"
919,John Victor,Maciel Furtado,6.54,0.0,0.0,0.0,0.0,0.0,259.84,1,John,GKP,Nott'm Forest,2025-26,0.0,6.54,"recency-weighted FPL points, decay 8**(-age/4)"
920,Luke,Berry,6.52,0.42,0.21,0.63,0.24,0.0,64.96,1,Berry,MID,Luton,2023-24,0.87,6.52,"recency-weighted FPL points, decay 8**(-age/4)"
921,Anel,Ahmedhodžić,6.52,0.42,0.0,0.42,0.76,0.84,556.88,1,Ahmedhodžić,DEF,Sheffield Utd,2023-24,0.07,6.52,"recency-weighted FPL points, decay 8**(-age/4)"
922,Edward,Nketiah,6.52,0.53,0.12,0.65,0.0,0.71,96.98,5,Nketiah,FWD,Arsenal,2021-22,0.6,6.52,"recency-weighted FPL points, decay 8**(-age/4)"
923,Deniz,Undav,6.5,0.62,0.25,0.88,0.77,0.5,76.75,3,Undav,FWD,Brighton,2024-25,1.03,6.5,"recency-weighted FPL points, decay 8**(-age/4)"
924,Allan,Marques Loureiro,6.39,0.0,0.22,0.22,0.0,0.15,252.7,3,Allan,MID,Everton,2022-23,0.08,6.39,"recency-weighted FPL points, decay 8**(-age/4)"
925,Rasmus,Kristensen,6.38,0.38,0.12,0.5,0.22,0.12,244.62,1,Kristensen,DEF,Leeds,2022-23,0.18,6.38,"recency-weighted FPL points, decay 8**(-age/4)"
926,John,Fleck,6.38,0.13,0.19,0.32,0.07,0.39,198.51,3,Fleck,MID,Sheffield Utd,2023-24,0.14,6.38,"recency-weighted FPL points, decay 8**(-age/4)"
928,Filip,Jørgensen,6.36,0.0,0.0,0.0,0.0,0.0,190.92,1,Jørgensen,GKP,Chelsea,2024-25,0.0,6.36,"recency-weighted FPL points, decay 8**(-age/4)"
929,Jordan,Beyer,6.31,0.0,0.21,0.21,0.16,0.84,259.42,2,Jordan,DEF,Burnley,2025-26,0.07,6.31,"recency-weighted FPL points, decay 8**(-age/4)"
931,Troy,Deeney,6.22,0.51,0.17,0.68,0.0,0.76,133.19,5,Deeney,FWD,Watford,2021-22,0.46,6.22,"recency-weighted FPL points, decay 8**(-age/4)"
932,Aaron,Lennon,6.22,0.16,0.13,0.3,0.0,0.11,166.77,5,Lennon,MID,Burnley,2021-22,0.16,6.22,"recency-weighted FPL points, decay 8**(-age/4)"
933,Enda,Stevens,6.21,0.05,0.15,0.2,0.0,0.3,207.22,2,Stevens,DEF,Sheffield Utd,2020-21,0.09,6.21,"recency-weighted FPL points, decay 8**(-age/4)"
934,Ferran,Torres,6.13,0.46,0.25,0.71,0.0,0.33,79.84,2,Torres,MID,Man City,2021-22,0.8,6.13,"recency-weighted FPL points, decay 8**(-age/4)"
935,David,McGoldrick,6.13,0.41,0.1,0.5,0.0,0.69,153.23,2,McGoldrick,FWD,Sheffield Utd,2020-21,0.3,6.13,"recency-weighted FPL points, decay 8**(-age/4)"
936,Arnaut,Danjuma Groeneveld,6.1,0.21,0.03,0.24,0.64,0.0,139.83,2,Danjuma,MID,Everton,2023-24,0.15,6.1,"recency-weighted FPL points, decay 8**(-age/4)"
937,Alex Nicolao,Telles,6.08,0.0,0.39,0.39,0.0,0.58,153.68,2,Telles,DEF,Man Utd,2021-22,0.23,6.08,"recency-weighted FPL points, decay 8**(-age/4)"
938,Olivier,Giroud,6.08,0.55,0.13,0.68,0.0,0.61,87.38,6,Giroud,FWD,Chelsea,2021-22,0.7,6.08,"recency-weighted FPL points, decay 8**(-age/4)"
939,Benjamin,Mendy,6.06,0.09,0.2,0.29,0.0,0.61,104.41,5,Mendy,DEF,Man City,2021-22,0.25,6.06,"recency-weighted FPL points, decay 8**(-age/4)"
940,Ricardo,Barbosa Pereira,6.04,0.12,0.12,0.25,0.16,0.25,191.43,2,Ricardo,DEF,Leicester,2024-25,0.12,6.04,"recency-weighted FPL points, decay 8**(-age/4)"
941,Paul,Dummett,6.03,0.04,0.0,0.04,0.0,0.24,152.0,7,Dummett,DEF,Newcastle,2023-24,0.03,6.03,"recency-weighted FPL points, decay 8**(-age/4)"
942,Hee-Chan,Hwang,6.02,0.37,0.07,0.45,0.0,0.82,134.6,1,Hwang,FWD,Wolves,2021-22,0.3,6.02,"recency-weighted FPL points, decay 8**(-age/4)"
943,Ismaila,Sarr,6.02,0.37,0.15,0.52,0.0,0.67,138.39,1,Sarr,MID,Watford,2021-22,0.34,6.02,"recency-weighted FPL points, decay 8**(-age/4)"
944,Sergi,Canós,6.02,0.22,0.22,0.45,0.0,0.37,154.37,1,Canós,MID,Brentford,2021-22,0.26,6.02,"recency-weighted FPL points, decay 8**(-age/4)"
945,Antonín,Kinsky,6.01,0.0,0.0,0.0,0.0,0.0,190.92,1,Kinsky,GKP,Spurs,2024-25,0.0,6.01,"recency-weighted FPL points, decay 8**(-age/4)"
946,Diego,Coppola,5.95,0.0,0.0,0.0,0.01,0.0,114.76,1,Coppola,DEF,Brighton,2025-26,0.0,5.95,"recency-weighted FPL points, decay 8**(-age/4)"
947,Nuno,Varela Tavares,5.95,0.07,0.07,0.15,0.11,0.15,182.33,3,Tavares,DEF,Nott'm Forest,2023-24,0.07,5.95,"recency-weighted FPL points, decay 8**(-age/4)"
948,John,Lundstram,5.91,0.13,0.19,0.32,0.0,0.48,154.02,2,Lundstram,MID,Sheffield Utd,2020-21,0.19,5.91,"recency-weighted FPL points, decay 8**(-age/4)"
949,Auston,Trusty,5.89,0.0,0.0,0.0,0.24,0.0,539.86,1,Trusty,DEF,Sheffield Utd,2023-24,0.0,5.89,"recency-weighted FPL points, decay 8**(-age/4)"
950,Gonzalo,Montiel,5.89,0.0,0.42,0.42,0.19,0.84,167.34,1,G.Montiel,DEF,Nott'm Forest,2023-24,0.23,5.89,"recency-weighted FPL points, decay 8**(-age/4)"
951,Gary,Cahill,5.88,0.08,0.07,0.15,0.0,0.47,174.39,5,Cahill,DEF,Crystal Palace,2020-21,0.08,5.88,"recency-weighted FPL points, decay 8**(-age/4)"
952,Grant,Hanley,5.88,0.07,0.0,0.07,0.0,0.32,248.46,3,Hanley,DEF,Norwich,2021-22,0.03,5.88,"recency-weighted FPL points, decay 8**(-age/4)"
953,Jordan,Zemura,5.88,0.0,0.12,0.12,0.27,0.12,181.5,1,Zemura,DEF,Bournemouth,2022-23,0.06,5.88,"recency-weighted FPL points, decay 8**(-age/4)"
954,Fernando,Marçal,5.82,0.0,0.22,0.22,0.0,0.37,134.94,2,Marçal,DEF,Wolves,2021-22,0.15,5.82,"recency-weighted FPL points, decay 8**(-age/4)"
955,Andrés,García,5.8,0.0,0.0,0.0,0.19,0.0,161.07,2,A.García,DEF,Aston Villa,2025-26,0.0,5.8,"recency-weighted FPL points, decay 8**(-age/4)"
956,Ryan,Fredericks,5.8,0.06,0.12,0.18,0.04,0.25,188.99,6,Fredericks,DEF,Bournemouth,2023-24,0.09,5.8,"recency-weighted FPL points, decay 8**(-age/4)"
957,Joe,Ayodele-Aribo,5.75,0.25,0.0,0.25,0.25,0.38,152.38,1,Aribo,MID,Southampton,2022-23,0.15,5.75,"recency-weighted FPL points, decay 8**(-age/4)"
958,Juan,Mata,5.74,0.15,0.31,0.46,0.0,0.43,105.94,6,Mata,MID,Man Utd,2021-22,0.39,5.74,"recency-weighted FPL points, decay 8**(-age/4)"
960,Enock,Mwepu,5.69,0.15,0.5,0.65,0.06,0.37,99.71,2,Mwepu,MID,Brighton,2022-23,0.58,5.69,"recency-weighted FPL points, decay 8**(-age/4)"
961,Tom,Cleverley,5.67,0.05,0.18,0.23,0.0,0.11,180.28,5,Cleverley,MID,Watford,2021-22,0.12,5.67,"recency-weighted FPL points, decay 8**(-age/4)"
963,Ciaran,Clark,5.61,0.16,0.08,0.25,0.0,0.33,219.51,6,Clark,DEF,Newcastle,2022-23,0.1,5.61,"recency-weighted FPL points, decay 8**(-age/4)"
964,André Filipe,Tavares Gomes,5.48,0.02,0.18,0.19,0.0,0.11,183.71,4,André Gomes,MID,Everton,2021-22,0.09,5.48,"recency-weighted FPL points, decay 8**(-age/4)"
965,Sofyan,Amrabat,5.47,0.0,0.0,0.0,0.09,0.0,195.3,1,Amrabat,MID,Man Utd,2023-24,0.0,5.47,"recency-weighted FPL points, decay 8**(-age/4)"
966,Andre,Brooks,5.47,0.0,0.0,0.0,0.15,0.0,195.93,1,Brooks,MID,Sheffield Utd,2023-24,0.0,5.47,"recency-weighted FPL points, decay 8**(-age/4)"
967,Fabio,Silva,5.41,0.18,0.21,0.38,0.0,0.22,101.52,3,Fabio Silva,FWD,Wolves,2022-23,0.34,5.41,"recency-weighted FPL points, decay 8**(-age/4)"
968,Shane,Long,5.41,0.24,0.14,0.38,0.0,0.19,108.85,6,Long,FWD,Southampton,2021-22,0.31,5.41,"recency-weighted FPL points, decay 8**(-age/4)"
969,Keylor,Navas,5.38,0.0,0.0,0.0,0.0,0.62,191.25,1,Navas,GKP,Nott'm Forest,2022-23,0.0,5.38,"recency-weighted FPL points, decay 8**(-age/4)"
970,Neeskens,Kebano,5.37,0.0,0.5,0.5,0.17,0.0,101.45,3,Kebano,MID,Fulham,2022-23,0.44,5.37,"recency-weighted FPL points, decay 8**(-age/4)"
971,Lorenzo,Lucca,5.35,0.59,0.0,0.59,0.48,0.0,74.92,1,Lucca,FWD,Nott'm Forest,2025-26,0.71,5.35,"recency-weighted FPL points, decay 8**(-age/4)"
972,Mohamadou,Kanté,5.35,0.0,0.0,0.0,0.07,0.0,39.84,1,Mohamadou Kanté,MID,West Ham,2025-26,0.0,5.35,"recency-weighted FPL points, decay 8**(-age/4)"
975,Lorenz,Assignon,5.26,0.21,0.42,0.63,0.41,0.63,259.63,1,Assignon,DEF,Burnley,2023-24,0.22,5.26,"recency-weighted FPL points, decay 8**(-age/4)"
976,Nicolás,Otamendi,5.25,0.1,0.04,0.13,0.0,0.49,106.08,5,Otamendi,DEF,Man City,2020-21,0.11,5.25,"recency-weighted FPL points, decay 8**(-age/4)"
977,Adam,Forshaw,5.25,0.0,0.09,0.09,0.08,0.02,187.43,4,Forshaw,MID,Leeds,2022-23,0.04,5.25,"recency-weighted FPL points, decay 8**(-age/4)"
978,Diego,Da Silva Costa,5.21,0.24,0.06,0.3,0.48,0.51,171.41,3,Diego Costa,FWD,Wolves,2022-23,0.16,5.21,"recency-weighted FPL points, decay 8**(-age/4)"
979,Pierre,Lees-Melou,5.2,0.07,0.15,0.22,0.0,0.07,168.05,1,Lees-Melou,MID,Norwich,2021-22,0.12,5.2,"recency-weighted FPL points, decay 8**(-age/4)"
980,Milot,Rashica,5.2,0.07,0.15,0.22,0.0,0.0,165.6,1,Rashica,MID,Norwich,2021-22,0.12,5.2,"recency-weighted FPL points, decay 8**(-age/4)"
981,Sasa,Kalajdzic,5.17,0.42,0.0,0.42,0.3,0.84,38.84,2,Kalajdžić,FWD,Wolves,2023-24,0.97,5.17,"recency-weighted FPL points, decay 8**(-age/4)"
982,Gianluca,Scamacca,5.12,0.38,0.0,0.38,0.37,0.88,115.12,2,Scamacca,FWD,West Ham,2023-24,0.29,5.12,"recency-weighted FPL points, decay 8**(-age/4)"
983,Mahmoud Ahmed,Ibrahim Hassan,5.12,0.25,0.1,0.34,0.0,0.32,102.75,3,Trézéguet,MID,Aston Villa,2021-22,0.3,5.12,"recency-weighted FPL points, decay 8**(-age/4)"
984,Gareth,Bale,4.99,0.49,0.13,0.62,0.0,0.71,40.31,1,Bale,MID,Spurs,2020-21,1.38,4.99,"recency-weighted FPL points, decay 8**(-age/4)"
985,Robert,Snodgrass,4.97,0.2,0.24,0.44,0.0,0.44,111.54,5,Snodgrass,MID,West Brom,2020-21,0.36,4.97,"recency-weighted FPL points, decay 8**(-age/4)"
986,Welington Damascena,Santos,4.95,0.0,0.0,0.0,0.07,0.0,169.0,1,Welington,DEF,Southampton,2024-25,0.0,4.95,"recency-weighted FPL points, decay 8**(-age/4)"
987,Nathan,Wood-Gordon,4.95,0.0,0.0,0.0,0.1,0.71,272.59,1,Wood,DEF,Southampton,2024-25,0.0,4.95,"recency-weighted FPL points, decay 8**(-age/4)"
988,Donny,van de Beek,4.93,0.19,0.09,0.28,0.04,0.07,84.13,4,Van de Beek,MID,Man Utd,2023-24,0.3,4.93,"recency-weighted FPL points, decay 8**(-age/4)"
989,Francisco,Machado Mota de Castro Trincão,4.91,0.15,0.07,0.22,0.0,0.15,98.7,1,Trincão,MID,Wolves,2021-22,0.2,4.91,"recency-weighted FPL points, decay 8**(-age/4)"
990,Andriy,Yarmolenko,4.87,0.24,0.09,0.32,0.0,0.29,71.42,4,Yarmolenko,MID,West Ham,2021-22,0.41,4.87,"recency-weighted FPL points, decay 8**(-age/4)"
991,Christian,Kabasele,4.87,0.03,0.05,0.08,0.0,0.14,198.22,5,Kabasele,DEF,Watford,2021-22,0.04,4.87,"recency-weighted FPL points, decay 8**(-age/4)"
992,Sam,Greenwood,4.86,0.12,0.4,0.52,0.22,0.12,68.42,4,Greenwood,MID,Leeds,2025-26,0.69,4.86,"recency-weighted FPL points, decay 8**(-age/4)"
993,Ezgjan,Alioski,4.86,0.09,0.13,0.22,0.0,0.31,108.54,1,Alioski,DEF,Leeds,2020-21,0.18,4.86,"recency-weighted FPL points, decay 8**(-age/4)"
994,Tom,Lockyer,4.84,0.21,0.21,0.42,0.27,0.21,245.75,1,Lockyer,DEF,Luton,2023-24,0.15,4.84,"recency-weighted FPL points, decay 8**(-age/4)"
995,Xherdan,Shaqiri,4.8,0.22,0.26,0.48,0.0,0.33,83.03,6,Shaqiri,MID,Liverpool,2021-22,0.52,4.8,"recency-weighted FPL points, decay 8**(-age/4)"
997,Hamed,Traorè,4.76,0.0,0.59,0.59,0.31,0.0,71.89,4,H.Traorè,MID,Bournemouth,2025-26,0.74,4.76,"recency-weighted FPL points, decay 8**(-age/4)"
998,Tom,Edozie,4.76,0.59,0.0,0.59,0.14,0.0,7.14,2,Edozie,MID,Wolves,2025-26,7.5,4.76,"recency-weighted FPL points, decay 8**(-age/4)"
1000,Mesut,Özil,4.75,0.19,0.27,0.46,0.0,0.37,100.65,5,Özil,MID,Arsenal,2020-21,0.41,4.75,"recency-weighted FPL points, decay 8**(-age/4)"
1001,Séamus,Coleman,4.74,0.0,0.0,0.0,0.33,0.0,86.96,2,Coleman,DEF,Everton,2025-26,0.0,4.74,"recency-weighted FPL points, decay 8**(-age/4)"
1002,Leroy,Sané,4.71,0.28,0.37,0.64,0.0,0.41,61.58,4,Sané,MID,Man City,2019-20,0.94,4.71,"recency-weighted FPL points, decay 8**(-age/4)"
1003,Ben,Gibson,4.7,0.02,0.01,0.03,0.0,0.08,205.23,5,Gibson,DEF,Norwich,2021-22,0.01,4.7,"recency-weighted FPL points, decay 8**(-age/4)"
1004,Gerard,Deulofeu,4.69,0.27,0.22,0.49,0.0,0.42,93.92,4,Deulofeu,FWD,Watford,2019-20,0.47,4.69,"recency-weighted FPL points, decay 8**(-age/4)"
1005,Tyler,Roberts,4.69,0.12,0.16,0.28,0.0,0.07,131.32,3,Roberts,MID,Leeds,2022-23,0.19,4.69,"recency-weighted FPL points, decay 8**(-age/4)"
1006,Erik,Lamela,4.66,0.18,0.28,0.46,0.0,0.16,88.59,6,Lamela,MID,Spurs,2021-22,0.47,4.66,"recency-weighted FPL points, decay 8**(-age/4)"
1007,Jan,Vertonghen,4.65,0.04,0.04,0.08,0.0,0.41,118.81,4,Vertonghen,DEF,Spurs,2019-20,0.06,4.65,"recency-weighted FPL points, decay 8**(-age/4)"
1008,Juan Camilo,Hernández Suárez,4.61,0.37,0.15,0.52,0.0,0.59,84.58,1,Cucho,FWD,Watford,2021-22,0.55,4.61,"recency-weighted FPL points, decay 8**(-age/4)"
1009,Felipe Augusto,de Almeida Monteiro,4.6,0.0,0.12,0.12,0.33,0.38,255.33,2,Felipe,DEF,Nott'm Forest,2023-24,0.04,4.6,"recency-weighted FPL points, decay 8**(-age/4)"
1010,Ben,Brereton Díaz,4.6,0.0,0.0,0.0,0.37,0.0,157.68,1,Brereton Díaz,MID,Southampton,2024-25,0.0,4.6,"recency-weighted FPL points, decay 8**(-age/4)"
1011,Massimo,Luongo,4.6,0.0,0.0,0.0,0.0,0.0,68.94,1,Luongo,MID,Ipswich,2024-25,0.0,4.6,"recency-weighted FPL points, decay 8**(-age/4)"
1012,José Diogo,Dalot Teixeira,4.54,0.0,0.03,0.03,0.0,0.37,151.04,4,Dalot,DEF,Man Utd,2021-22,0.02,4.54,"recency-weighted FPL points, decay 8**(-age/4)"
1013,Sergio,Gómez,4.52,0.0,0.34,0.34,0.28,0.12,52.59,2,Sergio Gómez,DEF,Man City,2023-24,0.57,4.52,"recency-weighted FPL points, decay 8**(-age/4)"
1014,Takumi,Minamino,4.49,0.36,0.0,0.36,0.0,0.24,63.71,3,Minamino,MID,Liverpool,2021-22,0.5,4.49,"recency-weighted FPL points, decay 8**(-age/4)"
1015,Sébastien,Haller,4.49,0.32,0.08,0.4,0.0,0.47,100.55,2,Haller,FWD,West Ham,2020-21,0.35,4.49,"recency-weighted FPL points, decay 8**(-age/4)"
1016,Roberto,Pereyra,4.47,0.23,0.11,0.34,0.0,0.26,107.82,4,Pereyra,MID,Watford,2019-20,0.28,4.47,"recency-weighted FPL points, decay 8**(-age/4)"
1017,James,Rodríguez,4.46,0.27,0.22,0.49,0.0,0.49,77.91,2,James,MID,Everton,2021-22,0.56,4.46,"recency-weighted FPL points, decay 8**(-age/4)"
1018,Joshua,Sargent,4.46,0.15,0.15,0.3,0.0,0.22,116.39,1,Sargent,FWD,Norwich,2021-22,0.23,4.46,"recency-weighted FPL points, decay 8**(-age/4)"
1019,Etienne,Capoue,4.45,0.06,0.17,0.24,0.0,0.39,147.01,4,Capoue,MID,Watford,2019-20,0.14,4.45,"recency-weighted FPL points, decay 8**(-age/4)"
1020,Matt,Phillips,4.44,0.13,0.12,0.25,0.0,0.23,111.65,3,Phillips,MID,West Brom,2020-21,0.2,4.44,"recency-weighted FPL points, decay 8**(-age/4)"
1021,Youssef,Ramalho Chermiti,4.42,0.0,0.0,0.0,0.26,0.0,56.05,3,Y.Chermiti,FWD,Everton,2025-26,0.0,4.42,"recency-weighted FPL points, decay 8**(-age/4)"
1022,Angus,Gunn,4.4,0.0,0.0,0.0,0.0,0.36,127.49,6,Gunn,GKP,Nott'm Forest,2025-26,0.0,4.4,"recency-weighted FPL points, decay 8**(-age/4)"
1023,Davy,Pröpper,4.38,0.04,0.11,0.15,0.0,0.11,152.25,5,Pröpper,MID,Brighton,2021-22,0.09,4.38,"recency-weighted FPL points, decay 8**(-age/4)"
1024,Callum,Robinson,4.36,0.25,0.19,0.43,0.0,0.38,86.17,2,Callum Robinson,FWD,West Brom,2020-21,0.45,4.36,"recency-weighted FPL points, decay 8**(-age/4)"
1025,Aaron,Mooy,4.34,0.14,0.1,0.23,0.0,0.39,119.46,4,Mooy,MID,Brighton,2020-21,0.18,4.34,"recency-weighted FPL points, decay 8**(-age/4)"
1026,Bryan,Gil Salvatierra,4.32,0.0,0.12,0.12,0.21,0.0,66.69,5,Bryan,MID,Spurs,2025-26,0.17,4.32,"recency-weighted FPL points, decay 8**(-age/4)"
1027,Dwight,Gayle,4.29,0.21,0.12,0.33,0.0,0.47,64.87,6,Gayle,FWD,Newcastle,2022-23,0.46,4.29,"recency-weighted FPL points, decay 8**(-age/4)"
1030,Naouirou,Ahamada,4.24,0.0,0.0,0.0,0.13,0.0,80.67,4,Ahamada,MID,Crystal Palace,2025-26,0.0,4.24,"recency-weighted FPL points, decay 8**(-age/4)"
1031,Daniel,Ceballos Fernández,4.24,0.0,0.23,0.23,0.0,0.39,115.44,2,Ceballos,MID,Arsenal,2020-21,0.18,4.24,"recency-weighted FPL points, decay 8**(-age/4)"
1032,Brandon,Williams,4.24,0.03,0.1,0.13,0.0,0.38,192.12,5,B.Williams,DEF,Man Utd,2023-24,0.06,4.24,"recency-weighted FPL points, decay 8**(-age/4)"
1033,Felipe Anderson,Pereira Gomes,4.24,0.17,0.2,0.37,0.0,0.31,86.9,3,Felipe Anderson,MID,West Ham,2020-21,0.38,4.24,"recency-weighted FPL points, decay 8**(-age/4)"
1035,Pedro,Rodríguez Ledesma,4.24,0.24,0.16,0.4,0.0,0.33,70.8,4,Pedro,MID,Chelsea,2019-20,0.5,4.24,"recency-weighted FPL points, decay 8**(-age/4)"
1036,Mohamed Naser,El Sayed Elneny,4.22,0.04,0.15,0.19,0.0,0.13,127.51,2,Elneny,MID,Arsenal,2021-22,0.14,4.22,"recency-weighted FPL points, decay 8**(-age/4)"
1037,Bernard,Anício Caldeira Duarte,4.2,0.14,0.12,0.25,0.0,0.28,86.04,4,Bernard,MID,Everton,2021-22,0.27,4.2,"recency-weighted FPL points, decay 8**(-age/4)"
1038,Mike,Trésor,4.2,0.0,0.0,0.0,0.19,0.0,86.19,1,M.Trésor,MID,Burnley,2023-24,0.0,4.2,"recency-weighted FPL points, decay 8**(-age/4)"
1039,André,Tavares Gomes,4.2,0.21,0.0,0.21,0.16,0.0,106.16,2,André Gomes,MID,Everton,2023-24,0.18,4.2,"recency-weighted FPL points, decay 8**(-age/4)"
1040,Alfie,Gilchrist,4.2,0.21,0.0,0.21,0.08,0.0,42.04,3,Gilchrist,DEF,Chelsea,2024-25,0.45,4.2,"recency-weighted FPL points, decay 8**(-age/4)"
1041,Jamal,Lewis,4.2,0.03,0.04,0.07,0.0,0.21,162.0,6,Lewis,DEF,Newcastle,2024-25,0.04,4.2,"recency-weighted FPL points, decay 8**(-age/4)"
1043,Max,Weiß,4.16,0.0,0.0,0.0,0.0,0.0,160.54,1,Weiss,GKP,Burnley,2025-26,0.0,4.16,"recency-weighted FPL points, decay 8**(-age/4)"
