rank,first_name,second_name,w_points,w_goals,w_assists,w_goal_involvements,w_xgi,w_bonus,w_minutes,seasons,player,position,latest_team,latest_season,gi_per90,rating,ranking_method
437,Mikel,Arteta,36.77,0.0,0.0,0.0,0.0,0.0,0.0,1,Arteta,5,Arsenal,2024-25,0.0,36.77,"recency-weighted FPL points, decay 8**(-age/4)"
438,Brajan,Gruda,36.72,0.95,2.01,2.96,2.72,1.54,659.98,2,Gruda,MID,Brighton,2025-26,0.4,36.72,"recency-weighted FPL points, decay 8**(-age/4)"
439,Wilfried,Zaha,36.51,2.79,1.03,3.82,1.16,2.51,780.6,7,Zaha,MID,Crystal Palace,2022-23,0.44,36.51,"recency-weighted FPL points, decay 8**(-age/4)"
440,Neal,Maupay,36.47,2.6,1.02,3.62,2.51,3.54,787.98,6,Maupay,FWD,Everton,2024-25,0.41,36.47,"recency-weighted FPL points, decay 8**(-age/4)"
441,Hugo,Lloris,36.42,0.0,0.0,0.0,0.0,3.48,821.58,8,Lloris,GKP,Spurs,2023-24,0.0,36.42,"recency-weighted FPL points, decay 8**(-age/4)"
442,Yerson,Mosquera Valdelamar,36.27,0.0,0.0,0.0,1.86,1.78,1270.67,3,Mosquera,DEF,Wolves,2025-26,0.0,36.27,"recency-weighted FPL points, decay 8**(-age/4)"
443,Valentín,Castellanos,36.27,3.57,0.59,4.16,3.9,2.97,822.93,1,Taty,FWD,West Ham,2025-26,0.46,36.27,"recency-weighted FPL points, decay 8**(-age/4)"
444,Odsonne,Edouard,35.8,2.54,0.55,3.09,2.29,3.19,713.65,4,Edouard,FWD,Leicester,2024-25,0.39,35.8,"recency-weighted FPL points, decay 8**(-age/4)"
447,Philip,Billing,34.87,1.35,0.91,2.26,2.41,2.57,806.7,7,Philip,MID,Bournemouth,2025-26,0.25,34.87,"recency-weighted FPL points, decay 8**(-age/4)"
451,Eddie,Howe,34.29,0.0,0.0,0.0,0.0,0.0,0.0,1,Howe,5,Newcastle,2024-25,0.0,34.29,"recency-weighted FPL points, decay 8**(-age/4)"
452,Hjalmar,Ekdal,34.07,0.0,0.0,0.0,0.35,1.82,1006.75,2,Ekdal,DEF,Burnley,2025-26,0.0,34.07,"recency-weighted FPL points, decay 8**(-age/4)"
457,Josh,Laurent,33.3,0.59,0.0,0.59,0.8,0.59,1041.75,1,Laurent,MID,Burnley,2025-26,0.05,33.3,"recency-weighted FPL points, decay 8**(-age/4)"
459,Enzo,Maresca,33.23,0.0,0.0,0.0,0.0,0.0,0.0,1,Maresca,5,Chelsea,2024-25,0.0,33.23,"recency-weighted FPL points, decay 8**(-age/4)"
460,Marco Alexandre,Saraiva da Silva,33.23,0.0,0.0,0.0,0.0,0.0,0.0,1,Silva,5,Fulham,2024-25,0.0,33.23,"recency-weighted FPL points, decay 8**(-age/4)"
461,Roberto,Firmino,33.09,2.77,1.65,4.42,0.96,3.8,510.18,7,Firmino,FWD,Liverpool,2022-23,0.78,33.09,"recency-weighted FPL points, decay 8**(-age/4)"
462,Sadio,Mané,33.02,2.66,1.28,3.94,0.0,2.6,486.46,6,Mané,MID,Liverpool,2021-22,0.73,33.02,"recency-weighted FPL points, decay 8**(-age/4)"
463,Mikel,Merino,32.98,2.48,0.72,3.2,2.45,2.87,569.27,3,Merino,MID,Arsenal,2024-25,0.51,32.98,"recency-weighted FPL points, decay 8**(-age/4)"
464,Joel,Ward,32.88,0.14,0.3,0.44,0.48,1.29,1111.99,9,Ward,DEF,Crystal Palace,2024-25,0.04,32.88,"recency-weighted FPL points, decay 8**(-age/4)"
467,Martin,Dubravka,32.7,0.0,0.0,0.0,0.0,2.08,815.56,7,Dubravka,GKP,Newcastle,2023-24,0.0,32.7,"recency-weighted FPL points, decay 8**(-age/4)"
468,Lutsharel,Geertruida,32.7,0.0,0.0,0.0,0.98,0.0,999.53,1,Geertruida,DEF,Sunderland,2025-26,0.0,32.7,"recency-weighted FPL points, decay 8**(-age/4)"
470,Jakub,Kiwior,32.54,0.69,0.63,1.32,0.46,1.04,646.08,4,Kiwior,DEF,Arsenal,2025-26,0.18,32.54,"recency-weighted FPL points, decay 8**(-age/4)"
472,Julio,Enciso,32.19,1.21,1.86,3.06,2.66,2.64,605.99,3,Enciso,MID,Ipswich,2024-25,0.45,32.19,"recency-weighted FPL points, decay 8**(-age/4)"
473,Tariq,Lamptey,31.97,0.75,1.65,2.4,0.78,0.96,718.85,7,Lamptey,DEF,Brighton,2025-26,0.3,31.97,"recency-weighted FPL points, decay 8**(-age/4)"
474,Timo,Werner,31.96,0.98,2.58,3.56,2.33,2.44,557.86,5,Werner,MID,Spurs,2024-25,0.57,31.96,"recency-weighted FPL points, decay 8**(-age/4)"
475,Vicente,Guaita,31.57,0.0,0.0,0.0,0.0,3.28,758.43,6,Guaita,GKP,Crystal Palace,2023-24,0.0,31.57,"recency-weighted FPL points, decay 8**(-age/4)"
476,Jonny,Evans,31.55,0.23,0.45,0.68,0.16,2.67,898.73,9,Evans,DEF,Man Utd,2024-25,0.07,31.55,"recency-weighted FPL points, decay 8**(-age/4)"
477,Solly,March,31.43,1.38,1.46,2.84,2.44,3.26,536.07,4,March,MID,Brighton,2025-26,0.48,31.43,"recency-weighted FPL points, decay 8**(-age/4)"
478,Axel,Tuanzebe,31.38,0.59,0.35,0.95,0.6,0.0,1380.59,7,Tuanzebe,DEF,Burnley,2025-26,0.06,31.38,"recency-weighted FPL points, decay 8**(-age/4)"
479,Omari,Giraud-Hutchinson,31.11,1.06,1.06,2.12,1.91,2.12,913.94,1,Hutchinson,MID,Ipswich,2024-25,0.21,31.11,"recency-weighted FPL points, decay 8**(-age/4)"
480,Saïd,Benrahma,30.94,1.39,1.3,2.69,1.85,1.92,607.32,4,Benrahma,MID,West Ham,2023-24,0.4,30.94,"recency-weighted FPL points, decay 8**(-age/4)"
481,Jackson,Tchatchoua,30.92,0.0,0.59,0.59,1.15,0.0,1090.5,1,Tchatchoua,DEF,Wolves,2025-26,0.05,30.92,"recency-weighted FPL points, decay 8**(-age/4)"
482,Randal,Kolo Muani,30.92,0.59,0.59,1.19,2.2,0.59,984.07,1,Kolo Muani,FWD,Spurs,2025-26,0.11,30.92,"recency-weighted FPL points, decay 8**(-age/4)"
483,Carlton,Morris,30.69,2.31,1.26,3.57,2.74,3.78,601.03,1,Morris,FWD,Luton,2023-24,0.54,30.69,"recency-weighted FPL points, decay 8**(-age/4)"
484,Jhon,Durán,30.62,3.53,0.21,3.74,2.43,4.65,332.57,3,Duran,FWD,Aston Villa,2024-25,1.01,30.62,"recency-weighted FPL points, decay 8**(-age/4)"
486,Ruben Filipe,Marques Diogo Amorim,30.41,0.0,0.0,0.0,0.0,0.0,0.0,1,Amorim,5,Man Utd,2024-25,0.0,30.41,"recency-weighted FPL points, decay 8**(-age/4)"
488,Marcus,Edwards,30.32,0.59,1.78,2.38,1.98,1.19,629.09,1,Edwards,MID,Burnley,2025-26,0.34,30.32,"recency-weighted FPL points, decay 8**(-age/4)"
489,Moussa,Diaby,29.85,1.26,2.31,3.57,2.45,2.1,455.77,2,Diaby,MID,Aston Villa,2024-25,0.71,29.85,"recency-weighted FPL points, decay 8**(-age/4)"
491,Graham,Potter,29.7,0.0,0.0,0.0,0.0,0.0,0.0,1,Potter,5,West Ham,2024-25,0.0,29.7,"recency-weighted FPL points, decay 8**(-age/4)"
492,Emmanuel,Agbadou,29.59,0.35,0.0,0.35,1.01,0.35,1152.57,2,Agbadou,DEF,Wolves,2025-26,0.03,29.59,"recency-weighted FPL points, decay 8**(-age/4)"
493,João,Palhinha Gonçalves,29.51,1.22,0.21,1.43,1.34,2.31,955.68,2,J.Palhinha,MID,Fulham,2023-24,0.13,29.51,"recency-weighted FPL points, decay 8**(-age/4)"
494,Bilal,El Khannouss,29.34,0.71,1.41,2.12,1.46,2.12,770.39,1,El Khannouss,MID,Leicester,2024-25,0.25,29.34,"recency-weighted FPL points, decay 8**(-age/4)"
495,Wout,Faes,29.2,0.48,0.25,0.73,0.9,1.33,1342.44,2,Faes,DEF,Leicester,2024-25,0.05,29.2,"recency-weighted FPL points, decay 8**(-age/4)"
498,Andoni,Iraola,28.99,0.0,0.0,0.0,0.0,0.0,0.0,1,Iraola,5,Bournemouth,2024-25,0.0,28.99,"recency-weighted FPL points, decay 8**(-age/4)"
499,Eric,Dier,28.76,0.31,0.27,0.58,0.3,1.32,835.2,8,Dier,DEF,Spurs,2023-24,0.06,28.76,"recency-weighted FPL points, decay 8**(-age/4)"
500,Tomas,Soucek,28.55,1.14,0.66,1.81,0.63,2.58,757.33,4,Soucek,MID,West Ham,2022-23,0.21,28.55,"recency-weighted FPL points, decay 8**(-age/4)"
502,Orel,Mangala,28.45,0.69,0.12,0.81,0.99,0.0,965.66,3,Mangala,MID,Everton,2024-25,0.08,28.45,"recency-weighted FPL points, decay 8**(-age/4)"
504,Andrey,Nascimento dos Santos,28.16,0.59,0.0,0.59,1.73,1.78,742.94,4,Andrey Santos,MID,Chelsea,2025-26,0.07,28.16,"recency-weighted FPL points, decay 8**(-age/4)"
505,Seamus,Coleman,28.13,0.25,0.3,0.55,0.3,2.2,724.68,8,Coleman,DEF,Everton,2023-24,0.07,28.13,"recency-weighted FPL points, decay 8**(-age/4)"
506,Bashir,Humphreys,27.95,0.0,1.19,1.19,0.65,0.59,935.91,3,Humphreys,DEF,Burnley,2025-26,0.11,27.95,"recency-weighted FPL points, decay 8**(-age/4)"
507,Sergio,Reguilón,27.93,0.15,1.82,1.97,0.92,3.79,630.4,5,Reguilón,DEF,Spurs,2024-25,0.28,27.93,"recency-weighted FPL points, decay 8**(-age/4)"
508,Bertrand,Traoré,27.69,1.15,0.98,2.13,0.54,1.03,525.4,5,Traoré,MID,Sunderland,2025-26,0.37,27.69,"recency-weighted FPL points, decay 8**(-age/4)"
509,Willy,Boly,27.63,0.53,0.41,0.93,0.55,2.94,690.68,8,Boly,DEF,Nott'm Forest,2025-26,0.12,27.63,"recency-weighted FPL points, decay 8**(-age/4)"
510,Nuno Herlander,Simões Espírito Santo,27.58,0.0,0.0,0.0,0.0,0.0,0.0,1,Nuno,5,Nott'm Forest,2024-25,0.0,27.58,"recency-weighted FPL points, decay 8**(-age/4)"
511,Che,Adams,27.51,1.65,1.34,2.98,1.08,2.86,545.97,4,Adams,FWD,Southampton,2022-23,0.49,27.51,"recency-weighted FPL points, decay 8**(-age/4)"
512,Vladimír,Coufal,27.41,0.0,1.47,1.47,1.15,2.25,1032.4,2,Coufal,DEF,West Ham,2024-25,0.13,27.41,"recency-weighted FPL points, decay 8**(-age/4)"
513,Kieran,Tierney,27.4,0.5,0.58,1.08,0.43,1.81,455.06,6,Tierney,DEF,Arsenal,2024-25,0.21,27.4,"recency-weighted FPL points, decay 8**(-age/4)"
515,Christopher,Nkunku,27.31,1.69,0.71,2.4,2.76,2.61,411.48,3,Nkunku,MID,Chelsea,2025-26,0.52,27.31,"recency-weighted FPL points, decay 8**(-age/4)"
516,Arijanet,Muric,27.2,0.0,0.0,0.0,0.01,4.29,761.96,3,Muric,GKP,Ipswich,2024-25,0.0,27.2,"recency-weighted FPL points, decay 8**(-age/4)"
518,Edson,Álvarez Velázquez,27.18,0.21,0.56,0.77,0.91,0.63,1124.72,3,Álvarez,MID,West Ham,2025-26,0.06,27.18,"recency-weighted FPL points, decay 8**(-age/4)"
519,Josh,Brownhill,27.06,0.99,0.69,1.68,0.81,1.02,837.42,4,Brownhill,MID,Burnley,2023-24,0.18,27.06,"recency-weighted FPL points, decay 8**(-age/4)"
520,Andros,Townsend,27.02,0.63,1.44,2.07,0.69,1.86,582.63,8,Townsend,MID,Luton,2023-24,0.32,27.02,"recency-weighted FPL points, decay 8**(-age/4)"
521,Joel,Matip,27.02,0.45,0.31,0.76,0.35,2.49,612.57,8,Matip,DEF,Liverpool,2023-24,0.11,27.02,"recency-weighted FPL points, decay 8**(-age/4)"
523,Jhon,Arias,26.76,0.59,0.0,0.59,2.38,1.19,664.17,1,J.Arias,MID,Wolves,2025-26,0.08,26.76,"recency-weighted FPL points, decay 8**(-age/4)"
524,Anthony,Martial,26.71,1.92,1.28,3.2,1.23,1.89,411.57,8,Martial,FWD,Man Utd,2023-24,0.7,26.71,"recency-weighted FPL points, decay 8**(-age/4)"
525,Stefan,Ortega Moreno,26.41,0.0,0.0,0.0,0.01,1.05,715.71,4,Ortega Moreno,GKP,Nott'm Forest,2025-26,0.0,26.41,"recency-weighted FPL points, decay 8**(-age/4)"
528,Rodrigo,Moreno,26.13,2.38,0.58,2.96,1.16,2.27,465.72,3,Rodrigo,MID,Leeds,2022-23,0.57,26.13,"recency-weighted FPL points, decay 8**(-age/4)"
529,Adam,Lallana,25.98,0.36,1.24,1.61,1.0,1.05,608.36,9,Lallana,MID,Southampton,2024-25,0.24,25.98,"recency-weighted FPL points, decay 8**(-age/4)"
530,Patson,Daka,25.97,1.23,0.72,1.95,1.12,1.68,485.25,3,Daka,FWD,Leicester,2024-25,0.36,25.97,"recency-weighted FPL points, decay 8**(-age/4)"
537,Gonçalo Manuel,Ganchinho Guedes,25.55,0.83,1.54,2.37,1.69,0.83,434.0,4,Guedes,MID,Wolves,2025-26,0.49,25.55,"recency-weighted FPL points, decay 8**(-age/4)"
538,César,Azpilicueta,25.54,0.21,0.65,0.86,0.2,2.13,628.25,8,Azpilicueta,DEF,Chelsea,2023-24,0.12,25.54,"recency-weighted FPL points, decay 8**(-age/4)"
539,Stephy,Mavididi,25.46,1.41,0.35,1.77,1.8,1.77,567.81,1,Mavididi,MID,Leicester,2024-25,0.28,25.46,"recency-weighted FPL points, decay 8**(-age/4)"
540,Joe,Aribo,25.46,1.06,0.0,1.06,1.39,2.47,709.58,1,Aribo,MID,Southampton,2024-25,0.13,25.46,"recency-weighted FPL points, decay 8**(-age/4)"
542,Charlie,Taylor,25.17,0.21,0.56,0.77,0.45,1.19,1035.02,7,Taylor,DEF,Southampton,2024-25,0.07,25.17,"recency-weighted FPL points, decay 8**(-age/4)"
543,Bruno Miguel,Borges Fernandes,25.08,1.75,1.35,3.1,0.0,3.18,399.39,3,Fernandes,MID,Man Utd,2021-22,0.7,25.08,"recency-weighted FPL points, decay 8**(-age/4)"
544,Soungoutou,Magassa,24.97,0.59,0.0,0.59,0.45,1.19,577.36,1,S.Magassa,MID,West Ham,2025-26,0.09,24.97,"recency-weighted FPL points, decay 8**(-age/4)"
546,Boubakary,Soumaré,24.77,0.0,0.07,0.07,0.5,0.07,1049.83,3,B.Soumaré,MID,Leicester,2024-25,0.01,24.77,"recency-weighted FPL points, decay 8**(-age/4)"
548,Raphaël,Varane,24.45,0.28,0.07,0.36,0.4,1.34,662.95,3,R.Varane,DEF,Man Utd,2023-24,0.05,24.45,"recency-weighted FPL points, decay 8**(-age/4)"
549,Kelechi,Iheanacho,24.43,1.65,1.4,3.05,1.05,2.97,346.35,7,Iheanacho,FWD,Leicester,2022-23,0.79,24.43,"recency-weighted FPL points, decay 8**(-age/4)"
550,Aymeric,Laporte,24.41,0.37,0.2,0.57,0.14,1.41,480.05,7,Laporte,DEF,Man City,2023-24,0.11,24.41,"recency-weighted FPL points, decay 8**(-age/4)"
551,Toti,Gomes,24.38,0.0,0.0,0.0,0.49,0.0,846.12,1,Toti,DEF,Wolves,2025-26,0.0,24.38,"recency-weighted FPL points, decay 8**(-age/4)"
552,Kamaldeen,Sulemana,24.36,0.6,0.83,1.44,1.14,1.08,612.73,2,Kamaldeen,MID,Southampton,2024-25,0.21,24.36,"recency-weighted FPL points, decay 8**(-age/4)"
553,Caoimhin,Kelleher,24.34,0.0,0.0,0.0,0.0,0.98,539.98,6,Kelleher,GKP,Liverpool,2024-25,0.0,24.34,"recency-weighted FPL points, decay 8**(-age/4)"
554,Takehiro,Tomiyasu,24.29,0.42,0.41,0.83,0.57,1.21,445.9,3,Tomiyasu,DEF,Arsenal,2023-24,0.17,24.29,"recency-weighted FPL points, decay 8**(-age/4)"
556,Eliezer,Mayenda Dossou,23.78,1.19,0.0,1.19,1.4,2.97,446.55,1,Mayenda,FWD,Sunderland,2025-26,0.24,23.78,"recency-weighted FPL points, decay 8**(-age/4)"
557,Cristhian,Mosquera,23.78,0.0,0.0,0.0,0.43,0.59,586.28,1,Mosquera,DEF,Arsenal,2025-26,0.0,23.78,"recency-weighted FPL points, decay 8**(-age/4)"
558,Sam,Morsy,23.69,0.35,0.35,0.71,0.69,1.77,971.92,1,Morsy,MID,Ipswich,2024-25,0.07,23.69,"recency-weighted FPL points, decay 8**(-age/4)"
559,Danilo,dos Santos de Oliveira,23.55,0.8,0.67,1.47,0.85,1.47,593.13,3,Danilo,MID,Nott'm Forest,2024-25,0.22,23.55,"recency-weighted FPL points, decay 8**(-age/4)"
564,Adama,Traoré Diarra,23.12,0.25,0.5,0.75,1.32,0.0,408.2,2,Adama,MID,West Ham,2025-26,0.17,23.12,"recency-weighted FPL points, decay 8**(-age/4)"
565,Kasper,Schmeichel,23.11,0.0,0.0,0.0,0.0,1.73,584.23,7,Schmeichel,GKP,Leicester,2022-23,0.0,23.11,"recency-weighted FPL points, decay 8**(-age/4)"
566,Allan,Saint-Maximin,23.05,0.71,1.62,2.33,0.52,2.02,464.59,5,Saint-Maximin,MID,Newcastle,2023-24,0.45,23.05,"recency-weighted FPL points, decay 8**(-age/4)"
567,Antony Matheus,dos Santos,22.96,0.71,0.46,1.17,2.52,0.5,548.71,3,Antony,MID,Man Utd,2024-25,0.19,22.96,"recency-weighted FPL points, decay 8**(-age/4)"
568,Demarai,Gray,22.83,1.02,0.67,1.69,1.25,0.79,555.28,8,Gray,MID,Everton,2023-24,0.27,22.83,"recency-weighted FPL points, decay 8**(-age/4)"
569,Ollie,Scarles,22.74,0.0,0.59,0.59,0.4,0.71,623.05,2,Scarles,DEF,West Ham,2025-26,0.09,22.74,"recency-weighted FPL points, decay 8**(-age/4)"
570,Gustavo,Hamer,22.7,0.84,1.47,2.31,1.6,1.05,611.33,1,Hamer,MID,Sheffield Utd,2023-24,0.34,22.7,"recency-weighted FPL points, decay 8**(-age/4)"
574,Oliver,Skipp,22.44,0.12,0.0,0.12,0.6,0.12,831.99,7,Skipp,MID,Leicester,2024-25,0.01,22.44,"recency-weighted FPL points, decay 8**(-age/4)"
575,Serge,Aurier,22.31,0.26,0.79,1.05,0.34,2.29,581.47,7,Aurier,DEF,Nott'm Forest,2023-24,0.16,22.31,"recency-weighted FPL points, decay 8**(-age/4)"
576,Jens,Cajuste,22.27,0.35,0.35,0.71,0.5,0.71,692.96,1,Cajuste,MID,Ipswich,2024-25,0.09,22.27,"recency-weighted FPL points, decay 8**(-age/4)"
577,Joe,Worrall,22.25,0.12,0.0,0.12,0.32,0.88,663.88,4,Worrall,DEF,Burnley,2025-26,0.02,22.25,"recency-weighted FPL points, decay 8**(-age/4)"
578,João Pedro Cavaco,Cancelo,22.22,0.16,0.99,1.16,0.0,2.88,373.07,3,Cancelo,DEF,Man City,2021-22,0.28,22.22,"recency-weighted FPL points, decay 8**(-age/4)"
579,João Filipe Iria,Santos Moutinho,22.19,0.23,0.68,0.91,0.4,1.29,682.94,5,Moutinho,MID,Wolves,2022-23,0.12,22.19,"recency-weighted FPL points, decay 8**(-age/4)"
580,Bernardo Mota,Veiga de Carvalho e Silva,22.17,1.01,1.26,2.27,0.0,2.04,415.14,5,Bernardo,MID,Man City,2021-22,0.49,22.17,"recency-weighted FPL points, decay 8**(-age/4)"
581,Fabio Henrique,Tavares,22.14,0.44,0.52,0.96,0.32,0.82,704.31,6,Fabinho,MID,Liverpool,2023-24,0.12,22.14,"recency-weighted FPL points, decay 8**(-age/4)"
582,Lloyd,Kelly,22.12,0.0,0.81,0.81,0.53,1.68,703.96,4,Kelly,DEF,Newcastle,2024-25,0.1,22.12,"recency-weighted FPL points, decay 8**(-age/4)"
583,Freddie,Potts,22.0,0.0,0.59,0.59,0.76,0.0,690.93,1,Potts,MID,West Ham,2025-26,0.08,22.0,"recency-weighted FPL points, decay 8**(-age/4)"
584,Niclas,Füllkrug,21.98,1.06,0.71,1.77,1.6,1.06,518.84,2,Füllkrug,FWD,West Ham,2025-26,0.31,21.98,"recency-weighted FPL points, decay 8**(-age/4)"
585,Jack,Stephens,21.88,0.41,0.08,0.5,0.37,1.44,888.91,8,Stephens,DEF,Southampton,2024-25,0.05,21.88,"recency-weighted FPL points, decay 8**(-age/4)"
586,Tim,Ream,21.88,0.34,0.0,0.34,0.3,2.4,738.03,5,Ream,DEF,Fulham,2024-25,0.04,21.88,"recency-weighted FPL points, decay 8**(-age/4)"
587,Matt,Targett,21.86,0.12,0.45,0.57,0.11,1.48,544.41,10,Targett,DEF,Newcastle,2025-26,0.09,21.86,"recency-weighted FPL points, decay 8**(-age/4)"
588,Diogo,Jota,21.74,1.84,0.72,2.56,0.0,1.51,320.68,4,Jota,MID,Liverpool,2021-22,0.72,21.74,"recency-weighted FPL points, decay 8**(-age/4)"
589,Pierre-Emerick,Aubameyang,21.58,1.88,0.48,2.36,0.21,2.97,382.97,7,Aubameyang,FWD,Chelsea,2023-24,0.56,21.58,"recency-weighted FPL points, decay 8**(-age/4)"
593,Maximilian,Kilman,21.41,0.0,0.0,0.0,0.48,0.0,926.99,1,Kilman,DEF,West Ham,2025-26,0.0,21.41,"recency-weighted FPL points, decay 8**(-age/4)"
594,Daniel,Castelo Podence,21.38,1.06,0.46,1.52,0.78,1.67,426.79,6,Podence,MID,Wolves,2024-25,0.32,21.38,"recency-weighted FPL points, decay 8**(-age/4)"
595,Leander,Dendoncker,21.26,0.54,0.52,1.06,0.26,1.34,488.1,8,Dendoncker,MID,Aston Villa,2025-26,0.2,21.26,"recency-weighted FPL points, decay 8**(-age/4)"
596,Alfie,Doughty,21.23,0.42,2.1,2.52,1.46,2.31,614.49,1,Doughty,DEF,Luton,2023-24,0.37,21.23,"recency-weighted FPL points, decay 8**(-age/4)"
597,Santiago,Bueno,21.12,0.0,0.0,0.0,0.2,0.71,765.44,2,S.Bueno,DEF,Wolves,2024-25,0.0,21.12,"recency-weighted FPL points, decay 8**(-age/4)"
598,David,Møller Wolfe,20.81,0.0,1.19,1.19,0.73,0.0,619.58,1,Møller Wolfe,DEF,Wolves,2025-26,0.17,20.81,"recency-weighted FPL points, decay 8**(-age/4)"
600,Cheikhou,Kouyaté,20.76,0.22,0.21,0.43,0.15,0.85,573.41,8,Kouyaté,MID,Nott'm Forest,2023-24,0.07,20.76,"recency-weighted FPL points, decay 8**(-age/4)"
601,Billy,Gilmour,20.74,0.0,0.83,0.83,0.95,0.92,695.99,6,Gilmour,MID,Brighton,2024-25,0.11,20.74,"recency-weighted FPL points, decay 8**(-age/4)"
602,Angelo,Ogbonna,20.73,0.28,0.02,0.3,0.06,1.25,605.01,8,Ogbonna,DEF,West Ham,2023-24,0.04,20.73,"recency-weighted FPL points, decay 8**(-age/4)"
603,Gabriel Fernando,de Jesus,20.61,1.63,1.16,2.79,0.0,2.69,317.86,6,Jesus,FWD,Man City,2021-22,0.79,20.61,"recency-weighted FPL points, decay 8**(-age/4)"
604,Jamaal,Lascelles,20.56,0.43,0.09,0.52,0.22,1.2,613.65,9,Lascelles,DEF,Newcastle,2025-26,0.08,20.56,"recency-weighted FPL points, decay 8**(-age/4)"
605,Ange,Postecoglou,20.51,0.0,0.0,0.0,0.0,0.0,0.0,1,Postecoglou,5,Spurs,2024-25,0.0,20.51,"recency-weighted FPL points, decay 8**(-age/4)"
606,Cheick,Doucouré,20.38,0.0,0.73,0.73,0.73,0.38,696.28,4,Doucouré,MID,Crystal Palace,2025-26,0.09,20.38,"recency-weighted FPL points, decay 8**(-age/4)"
607,Flynn,Downes,20.35,0.35,0.0,0.35,0.79,0.0,853.79,3,Downes,MID,Southampton,2024-25,0.04,20.35,"recency-weighted FPL points, decay 8**(-age/4)"
608,Emil,Krafth,20.34,0.04,0.14,0.19,0.23,0.49,541.17,7,Krafth,DEF,Newcastle,2025-26,0.03,20.34,"recency-weighted FPL points, decay 8**(-age/4)"
610,Zeki,Amdouni,20.25,1.05,0.21,1.26,1.58,2.31,451.6,2,Amdouni,FWD,Burnley,2025-26,0.25,20.25,"recency-weighted FPL points, decay 8**(-age/4)"
612,David,de Gea,20.22,0.0,0.0,0.0,0.0,1.04,516.33,5,de Gea,GKP,Man Utd,2021-22,0.0,20.22,"recency-weighted FPL points, decay 8**(-age/4)"
613,Stuart,Armstrong,20.19,0.75,0.8,1.55,0.63,0.96,471.95,5,S.Armstrong,MID,Southampton,2022-23,0.3,20.19,"recency-weighted FPL points, decay 8**(-age/4)"
615,David,De Gea Quintana,20.12,0.0,0.0,0.0,0.03,0.62,427.5,1,De Gea,GKP,Man Utd,2022-23,0.0,20.12,"recency-weighted FPL points, decay 8**(-age/4)"
616,Harry,Winks,20.08,0.02,0.87,0.89,0.62,0.12,741.19,8,Winks,MID,Leicester,2024-25,0.11,20.08,"recency-weighted FPL points, decay 8**(-age/4)"
617,Antonio,Rüdiger,19.8,0.35,0.26,0.62,0.0,1.49,412.65,5,Rüdiger,DEF,Chelsea,2021-22,0.13,19.8,"recency-weighted FPL points, decay 8**(-age/4)"
618,Paul,Onuachu,19.78,1.41,0.35,1.77,1.53,1.41,417.11,2,Onuachu,FWD,Southampton,2024-25,0.38,19.78,"recency-weighted FPL points, decay 8**(-age/4)"
619,Luke,Thomas,19.78,0.04,0.23,0.27,0.52,0.15,909.99,6,Thomas,DEF,Leicester,2024-25,0.03,19.78,"recency-weighted FPL points, decay 8**(-age/4)"
620,Elijah,Adebayo,19.76,2.1,0.21,2.31,1.24,1.89,295.36,1,Adebayo,FWD,Luton,2023-24,0.7,19.76,"recency-weighted FPL points, decay 8**(-age/4)"
621,Marcos,Alonso,19.69,0.62,0.69,1.31,0.0,2.08,325.24,7,Alonso,DEF,Chelsea,2022-23,0.36,19.69,"recency-weighted FPL points, decay 8**(-age/4)"
622,Frederico,Rodrigues de Paula Santos,19.65,0.61,0.78,1.38,0.48,0.94,482.58,6,Fred,MID,Man Utd,2023-24,0.26,19.65,"recency-weighted FPL points, decay 8**(-age/4)"
623,Patrick,Bamford,19.52,1.41,1.26,2.67,1.18,1.68,366.83,5,Bamford,FWD,Leeds,2025-26,0.65,19.52,"recency-weighted FPL points, decay 8**(-age/4)"
624,Jay,Rodriguez,19.51,0.92,0.64,1.55,0.82,1.4,410.72,6,Rodriguez,FWD,Burnley,2023-24,0.34,19.51,"recency-weighted FPL points, decay 8**(-age/4)"
625,Diego Carlos,Santos Silva,19.49,0.0,0.0,0.0,0.8,0.56,698.66,3,Diego Carlos,DEF,Aston Villa,2024-25,0.0,19.49,"recency-weighted FPL points, decay 8**(-age/4)"
626,Taylor,Harwood-Bellis,19.45,0.35,0.0,0.35,0.87,0.71,998.43,3,Harwood-Bellis,DEF,Southampton,2024-25,0.03,19.45,"recency-weighted FPL points, decay 8**(-age/4)"
627,Alexandre,Lacazette,19.37,1.47,1.15,2.61,0.0,1.99,324.94,5,Lacazette,FWD,Arsenal,2021-22,0.72,19.37,"recency-weighted FPL points, decay 8**(-age/4)"
628,Alexandre,Moreno Lopera,19.3,0.42,0.38,0.8,0.83,1.68,380.89,2,Alex Moreno,DEF,Aston Villa,2023-24,0.19,19.3,"recency-weighted FPL points, decay 8**(-age/4)"
631,Edouard,Mendy,18.85,0.0,0.0,0.0,0.0,0.58,455.62,3,Mendy,GKP,Chelsea,2022-23,0.0,18.85,"recency-weighted FPL points, decay 8**(-age/4)"
634,Emiliano,Martínez,18.68,0.0,0.0,0.0,0.0,1.74,412.19,4,Martínez,GKP,Aston Villa,2021-22,0.0,18.68,"recency-weighted FPL points, decay 8**(-age/4)"
